curve_id,family,normalized_rmse,noise_fraction,extrapolated_to_160,params
NU00587,weibull,0.0176043230700405,0.0176747562482683,True,"[24.401272889003476, 2.75335940507573, 0.5811613467912613]"
NU00588,weibull,0.014379481629217,0.0142310349956938,True,"[26.104691886399028, 2.0300643635603635, 0.5187662997508277]"
NU00589,weibull,0.0121297452049755,0.0119862756265783,True,"[24.341306874873474, 2.5688259721505524, 0.5473746793599386]"
NU00590,weibull,0.0135456268458027,0.0135070696851457,True,"[25.68551292860916, 2.187037284349367, 0.47008662298278653]"
NU00591,weibull,0.013484992574532,0.013008598836427,True,"[21.35585311824926, 2.658092593280959, 0.5875755839937999]"
NU00592,weibull,0.0134546855411023,0.0125955503303704,True,"[23.695662329609352, 2.2487448371309307, 0.592784574834997]"
NU00593,weibull,0.0151974544475611,0.0143543213920212,True,"[22.943259236447545, 2.243467278529799, 0.5736811127064514]"
NU00594,weibull,0.0160095677882051,0.0150937345873893,True,"[21.11902136801179, 2.4276887144112016, 0.5826534058506767]"
NU00595,weibull,0.008399438780784,0.0083125319077884,True,"[13.492099346450171, 1.833450129358059, 0.5276030078641956]"
NU00596,weibull,0.0120474814884493,0.0118504201368666,True,"[10.149922875589462, 1.026056417104434, 0.4163805203121062]"
NU00597,weibull,0.0108423844128571,0.0103913468319938,True,"[50.05318666371299, 0.5600897416214881, 0.49802820154719424]"
NU00598,weibull,0.0109382200983335,0.0109315713037667,True,"[23.21110886717746, 0.5812842075523733, 0.43522034250288744]"
NU00599,weibull,0.0211234238925338,0.021199128627023,True,"[37.302975657001845, 2.4192823422228336, 0.31642896277968463]"
NU00600,weibull,0.0222666415007322,0.0211983713706894,True,"[31.4330396075017, 4.459908450187829, 0.42107067864076597]"
